,sent_no,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,0.08485045796293982,0.10338167269113573,0.07837199577105641,0.09265005707322797,0.12830041821786886,0.1369406483938117,0.04515907877219799,0.06433681578253367,0.0015827625863766132,0.04771133450048963,0.010892241395329936,0.30517646646472235,0.6800850817344648,1.1611742868279538,0.8703868989940948,-0.2175492401389033,0.7981203033152452,1.9375285432999045,1.0407332301481405,1.0559114665853502,1.2484091881300323,0.7502436250912111,1.5106811708329515,,,,,,,,
123,123,0.08294724110434738,0.10141708653509016,0.07289508837441766,0.09465494136777705,0.13348487899614767,0.13945054290800185,0.04177225310339601,0.05920660328542452,-0.001956463324936576,0.05642436970101501,0.009443542501828057,0.3088449400310157,0.6595157217774369,1.140149956713755,0.801321431681516,-0.15244644979477714,0.8327858501695062,1.9656400948195178,1.0407332301481405,1.0520583833234745,1.1576531592423505,0.6923773476537782,1.5396258430405112,,,,,,,,
124,124,0.09119451415824786,0.10993029321128768,0.0879172753396443,0.09181468861716584,0.1362425171694942,0.1419786637799631,0.0428382045640178,0.06342931855932778,-0.003136205295374306,0.05755840585220461,0.007770470903203365,0.3068453207912168,0.7049455106904723,1.1865845993628905,0.8906226847128126,-0.14537308866876936,0.7963876705427908,1.9947206908262887,1.0841595457453699,1.1522385481322526,1.4299212459053956,0.7116661067995892,1.5685705152480711,,,,,,,,
125,125,0.08913269589477275,0.10780199154223828,0.08867417196065833,0.09669324040056862,0.13445459791424755,0.15155543206553262,0.04102435047797525,0.06215642945213331,-0.006343628777501885,0.05757416260698494,-0.0048699038043319,0.30080617104843776,0.6580857515268691,1.1386883571956257,0.8593153233442713,-0.16782491580426057,0.8104628787099402,2.058510502748043,1.0010370117326435,1.1271935069300576,1.4299212459053956,0.6730885885079669,1.684349204078309,,,,,,,,
126,126,0.07803059755298361,0.0963419056319724,0.08384417199689427,0.0956239687768091,0.13311870909217766,0.1467438590827304,0.03812822222023739,0.06051906884352959,-0.009185734433556417,0.058231444377821316,-0.009824352659017915,0.29487060036764434,0.5351838257836266,1.0130679847632864,0.8075162228598373,-0.1278391053133181,0.7618050597227909,2.0163431754686227,1.0010370117326435,0.9923355927643943,1.3391652170177137,0.615222311070534,1.62645985966319,,,,,,,,
127,127,0.08040961862622414,0.09879763832702937,0.08651706969562087,0.09614880293213775,0.13462631897266109,0.1467438590827304,0.042508098097400866,0.06696450804648174,-0.007013936715250596,0.05942085426723891,-0.004655251452856043,0.3018498840567753,0.5595760860871536,1.0379997733033377,0.8402768505155856,-0.08231471987575105,0.7837419160446645,2.0163431754686227,1.054170036019496,1.0212337172284653,1.3845432314615547,0.6923773476537782,1.62645985966319,,,,,,,,
128,128,0.0686731146649042,0.08995700062482426,0.08429915755721991,0.10103849296162137,0.12652512551103498,0.13974490854787736,0.03989662273964681,0.061714645814061476,-0.00818063162047143,0.05938528902073475,-0.010799082462062348,0.28870710597469534,0.4612043578229418,0.9586180872898068,0.7985793737498313,-0.1694470708342136,0.8293355769991265,1.9611395237346418,1.054170036019496,0.9172004691578106,1.3391652170177137,0.634511070216345,1.5396258430405112,,,,,,,,
129,129,0.07898220598227983,0.10059850897007114,0.10008249933118253,0.10582316524234288,0.13373235934503777,0.15213789386791735,0.04941120965408347,0.0683266742638699,-0.007664494508404923,0.06782190572311389,-0.006760469580587778,0.2877235044287871,0.5630305886262873,1.062696595088135,0.9883330994991862,-0.10283665865793022,0.8762190592267566,2.0905584062406435,1.054170036019496,1.013527550704713,1.6114333036807587,0.808109902528644,1.684349204078309,,,,,,,,
130,130,0.07152793995279283,0.09290387985889262,0.09016728624054618,0.09384955070545248,0.12782818530723172,0.1430416298217089,0.04321941040099353,0.05970176911309671,-0.00983718597062774,0.0678889844791787,-0.009929922623581817,0.27681060070888946,0.5089523271299945,1.0074221857688717,0.8771974210393997,-0.15974545017195615,0.7380782497330416,2.0403490549309375,1.054170036019496,0.9422455103600049,1.4299212459053956,0.6730885885079669,1.5685705152480711,,,,,,,,
131,131,0.07898220598227983,0.0947047505019344,0.10424633007368032,0.09719102452970096,0.1134010910908134,0.1430416298217089,0.04592993179766583,0.05896730381480229,-0.009179901158526719,0.06867367086723881,-0.008859146092633408,0.2652683803867087,0.5100260739353308,0.9938384507206044,0.9949487511159169,-0.19876767210270188,0.7802785990584684,2.018265058461004,1.0468369819946846,0.9634374683003232,1.6568113181245996,0.7309548659454002,1.5685705152480711,,,,,,,,
132,132,0.08056822003110685,0.0963419056319724,0.10155268375086579,0.09334832963181522,0.11932041698671476,0.1455381069279229,0.043718581698763276,0.05896730381480229,-0.01109698186048803,0.06753963471604922,-0.011163471500539186,0.26933670138521404,0.5265655754179711,1.0107437866096047,0.9616280721623063,-0.13561343501153156,0.7181289245504451,2.0670898282088275,1.0468369819946846,0.9827028846097039,1.6114333036807587,0.6923773476537782,1.5975151874556301,,,,,,,,
133,133,0.07723759052857011,0.09552332806695342,0.09873703061886521,0.09425530109839696,0.12110076031291378,0.13751934901143067,0.03958285481706125,0.05796776833366477,-0.00897449965474515,0.06008038700304389,-0.00755992885933145,0.2719307501044772,0.5878121802094244,1.0343206728008167,1.0367144373467152,-0.19468159594695367,0.617930637151515,2.0240748949491802,1.0468369819946846,0.9730701764550136,1.5660552892369177,0.634511070216345,1.5106811708329515,,,,,,,,
134,134,0.08215423407993387,0.09797906076201039,0.09873703061886521,0.08807357452353727,0.11477991017748668,0.13989569496182877,0.051033168029755285,0.06735843179042915,-0.007415554908095294,0.0689852044188955,-0.005891763669754976,0.2767821267715516,0.6260486841865055,1.0734029234739768,0.9986871456620064,-0.1412844562810418,0.5649584571189931,2.012466276949379,1.0082902347780545,0.9730701764550136,1.5660552892369177,0.8659761799660771,1.5396258430405112,,,,,,,,
135,135,0.07961661160181063,0.09208530229387366,0.09392738936625016,0.09098065675063344,0.11091113574381735,0.13975737825177878,0.046006720537689436,0.05835524939955695,-0.012812874422847906,0.068946938014429,-0.015198059194508213,0.2815420321542626,0.7209712422474854,1.0622234429483652,1.0379731827376393,-0.12499215957188958,0.6001459736191646,1.9785091157663168,0.8574877843532769,0.9037146777412436,1.4299212459053956,0.7695323842370221,1.5396258430405112,,,,,,,,
136,136,0.08326444391411277,0.09585075909296102,0.09648477599287782,0.09018506774485999,0.1016179961120268,0.13972303265705432,0.04923147561775749,0.06317805411517444,-0.014597234153134974,0.0635918923540875,-0.017378627842473637,0.282806339756321,0.6611901061181666,1.0011200180868043,1.0036021311119094,-0.3204465627758515,0.5378184022228315,1.9238602229360289,0.915692096254035,0.9480251352528186,1.4752992603492363,0.827398661674455,1.5396258430405112,,,,,,,,
137,137,0.08263003829458196,0.09519589704094583,0.09249145991809571,0.08918262559758545,0.10279479042409594,0.1396420432671559,0.04707945859240865,0.061754222264972104,-0.014597234153134974,0.05476180697519399,-0.017378627842473637,0.28312054491962063,0.5487958613506255,0.8862397442296932,0.9357811885688972,-0.4462945484674457,0.474951130690599,1.8224582390799127,0.915692096254035,0.9403189687290664,1.4299212459053956,0.808109902528644,1.5396258430405112,,,,,,,,
138,138,0.0775547933383355,0.08995700062482427,0.08052525359439185,0.08963581855412218,0.10097909276234121,0.14200424547334983,0.04114150882613268,0.060083727883512995,-0.011363477144881555,0.04672271068627274,-0.013079645942246327,0.2892160261277911,0.5077079007255867,0.8442429660263506,0.8007634571987331,-0.4649810388684453,0.46441039056743894,1.8345164870226047,0.8953642199948088,0.8748165532771724,1.2030311736861914,0.6923773476537782,1.5396258430405112,,,,,,,,
139,139,0.06740430342584257,0.07947920779258118,0.06494114292717439,0.09219761515271269,0.10591354788204739,0.13444597045122522,0.0361045184124412,0.05703542078081736,-0.011551163367451194,0.037751264707350046,-0.013195037217368193,0.2952257934599383,0.4874310327422231,0.8235175974657885,0.7513645562446156,-0.4972365751970381,0.4193765720613494,1.7317008090022534,0.9369387284953503,0.7515178888971376,0.9307630870231464,0.615222311070534,1.4527918264178326,,,,,,,,
140,140,0.06502528235260205,0.0770234750975242,0.061822872895846384,0.09286590991756237,0.10360288952251251,0.13444597045122522,0.03423068124024051,0.05431108834604106,-0.011551163367451194,0.028777567763458727,-0.013195037217368193,0.29267229016178414,0.4762975400782402,0.7708468803301994,0.706505219331913,-0.5331058499479003,0.4880173224301974,1.6764908178274196,0.8641833386194028,0.7457382640043233,0.8853850725793054,0.5959335519247231,1.4527918264178326,,,,,,,,
141,141,0.05741241491823235,0.06916513047334187,0.05730235604178368,0.08878931185197922,0.10372915500664008,0.13187811607341068,0.03368789069740947,0.04363373004339249,-0.021378835317615495,0.019859694750789133,-0.02336333623313556,0.3007245985311525,0.40962949557993444,0.7027042167505491,0.657159335187499,-0.5035716368390332,0.47204544013295496,1.6616558246997157,0.784186968623765,0.6821623901833678,0.7946290436916239,0.5766447927789121,1.4238471542102735,,,,,,,,
142,142,0.0524957713668686,0.06245279444018614,0.04393929841816022,0.08715332626762716,0.10251700635901524,0.11960995707912735,0.028731328670371623,0.031846390350088426,-0.02163163716842358,0.010881495876960579,-0.025381338156846022,0.312486256361521,0.2832711840210172,0.5735510072954437,0.3657469795836637,-0.6064427534126438,0.4773432633840644,1.469518239752535,0.6815242122764029,0.5935414751602178,0.47698294258473806,0.518778515341479,1.2791237931724757,,,,,,,,
143,143,0.04789633062527024,0.05770504456307599,0.035952666268596035,0.0818515211331529,0.10688074149046471,0.11917334171905111,0.022209650980328066,0.03508613702928186,-0.024216440334659427,0.01090085417569069,-0.024804289144704755,0.3232320045309533,0.1820616417634704,0.47010282847145457,0.23010509449763938,-0.611857687470416,0.4642869117471498,1.4289336982194858,0.71066274592172,0.5376717678630143,0.3862269136970564,0.44162347875823516,1.2791237931724757,,,,,,,,
144,144,0.049482344674097255,0.059342199693113974,0.035952666268596035,0.08044810212696853,0.10237053839742724,0.12161692218130993,0.02517587220815997,0.03751134512578035,-0.028198069484886765,0.004073227232879485,-0.02833204681940599,0.325511248362436,0.2014978600042085,0.4899689531014174,0.23010509449763938,-0.6702852604679433,0.47774029060868906,1.4505173774735602,0.7311673230533635,0.5569371841723948,0.3862269136970564,0.4802009970498571,1.3080684653800356,,,,,,,,
145,145,0.04853073624480104,0.05835990661509118,0.035952666268596035,0.08813349192274003,0.10400946438140334,0.12422963826708235,0.02384129115289031,0.03478701269100406,-0.027460730753363187,-0.004606943879104084,-0.02750332130270325,0.3262527847292568,0.18813766880742885,0.4763132501190826,0.23010509449763938,-0.6508136220190935,0.6072422646224025,1.4870353541072303,0.7311673230533635,0.5453779343867666,0.3862269136970564,0.4609122379040461,1.3370131375875947,,,,,,,,
146,146,0.045675910956912404,0.05541302738102281,0.03173885398184516,0.08479201809849156,0.10900705224317331,0.12378512901099915,0.019788236258076564,0.026854235239876727,-0.027165795260753755,-0.013510860908968253,-0.02690452393890871,0.3354570194036404,0.11832294603807762,0.40495430742954025,0.13731543996080922,-0.6395491099644129,0.48701951857378095,1.415475026754134,0.572755250845964,0.5107001850298818,0.34084889925321565,0.4223347196124242,1.3370131375875947,,,,,,,,
147,147,0.045675910956912404,0.05541302738102281,0.027745537907063068,0.08688600836168728,0.11451222735113618,0.12584995015778405,0.016164657273247427,0.02387035491773323,-0.0267233920218396,-0.02186464210050226,-0.02658504792463348,0.3422676636369711,0.09840191025676988,0.3845926416626927,0.1594797949330032,-0.6401062870305582,0.5707616846564652,1.3320908049372366,0.6288872527742481,0.5107001850298818,0.2954708848093749,0.4030459604666131,1.3659578097951546,,,,,,,,
148,148,0.044407099717850784,0.05410330327699242,0.027745537907063068,0.09156407171563516,0.11578245812145974,0.1310506971752109,0.018474898867438288,0.022602988106014663,-0.025396182305097156,-0.013880469356815283,-0.024039694673852613,0.3405474574330064,0.11049911359416224,0.37046146530799995,0.1594797949330032,-0.5739762362484078,0.6410867909058732,1.4312882001618215,0.6405281151543994,0.5184063515536341,0.2954708848093749,0.44162347875823516,1.4238471542102735,,,,,,,,
149,149,0.04186947723972755,0.048209544808855684,0.028245117821516556,0.09156407171563516,0.11270158030874657,0.12881588866007407,0.017783688668057955,0.01418056712269106,-0.02660541782479583,-0.013754865511566416,-0.0238547518164679,0.33377432865935563,0.15676092389379875,0.34578573200557905,0.21888692653291514,-0.596874232260986,0.6578215183914651,1.3970036695754562,0.6808855441950307,0.4297854365304839,0.2954708848093749,0.4223347196124242,1.3949024820027136,0.8043887151633143,-0.20432704993719716,-0.2321110028236413,2.5192398142513595,-0.3058110674225445,-0.022805001719743867,0.36962039317962925,1.868385612637024
150,150,0.039966260381135134,0.0462449586528101,0.02733119823267007,0.09356895601018424,0.11175963979715475,0.12615999669726768,0.016019800893407942,0.015000628000861898,-0.024835804869139236,-0.022342296866842935,-0.025319225351542022,0.33527815635336067,0.11545848866578817,0.303569735272179,0.19539890208512145,-0.6180612344100725,0.7056978331895888,1.3564906119665656,0.5620764900394809,0.40666693695922734,0.2954708848093749,0.4223347196124242,1.3659578097951546,0.887060272732152,-0.22553066685004636,-0.2039352187349059,2.474052988156784,-0.30750192048792147,-0.022873414442288645,0.36962039317962925,1.9415322050324586
151,151,0.04202807864461026,0.048373260321859485,0.03020673679947945,0.10626655654232847,0.10681508343871836,0.12836199731358255,0.018226474532192137,0.017285017562724995,-0.018357757442182057,-0.013681934246583202,-0.015305440747379924,0.339520314796256,0.1498227013182257,0.33869404407073894,0.233655073145225,-0.6711895338434204,0.846213713880105,1.3808932185104144,0.6695724267390115,0.431711978161422,0.34084889925321565,0.4609122379040461,1.3949024820027136,0.8922128300271195,-0.30580357819053017,-0.20029999266124737,2.4837163042754407,-0.3082185707148263,-0.11645394671525663,0.49454743676122187,1.8928095821139879
152,152,0.04979954748386266,0.05966963071912157,0.03883653511429647,0.1018669493404013,0.12110581093227887,0.136289492894143,0.023028422267786657,0.019799502769417172,-0.011138860146884519,-0.004744252742189765,-0.004918104905426451,0.3482959146995905,0.1934039792085382,0.4092501516212831,0.2727500177132516,-0.610228013298532,0.7690118758228838,1.3402070285166148,0.6695724267390115,0.5646433506961474,0.47698294258473806,0.5573560336331012,1.4817364986253925,0.9752176312208346,-0.3060082988019242,-0.20457925587495537,2.498280895588016,-0.30809862738136307,-0.11648540033539104,0.619474480342815,1.899367076129636
153,153,0.04361409269343728,0.05328472571197344,0.03249144822761435,0.09501692800069192,0.10931008940507952,0.12306984719391788,0.020297913755668383,0.014048032031269515,-0.017221904681954062,-0.012555101183293178,-0.010974926479134102,0.3476918791064082,0.11972446199245074,0.33394092975720846,0.21715338898211384,-0.7223291031359478,0.6400727360964614,1.173409130781337,0.6601175525526348,0.4895082270895633,0.3862269136970564,0.518778515341479,1.3370131375875947,0.9757015102106473,-0.27169049538118484,-0.23536859623792952,2.541151883977798,-0.21635103955753152,-0.03425222959441745,0.619474480342815,1.940537967590199
154,154,0.044724302527616194,0.05443073430300003,0.03759409831853302,0.09267789632371799,0.10766358749205578,0.13263713177648057,0.022895490195296353,0.012519276567025114,-0.021949299292065252,-0.0053722719684341025,-0.011550672645055502,0.3525677184867867,0.06652378109832466,0.2795635120954544,0.2466822065389051,-0.8186741919811871,0.5961340104901561,1.2014570425082371,0.6601175525526348,0.5029940185061298,0.47698294258473806,0.5766447927789121,1.4527918264178326,0.9755855889130484,-0.2932027398114354,-0.24357914169339248,2.5803915028145927,-0.21651935621835133,-0.034390344242381535,0.619474480342815,1.943482211572469
155,155,0.05106835872292427,0.057705044563076,0.03995208348009867,0.0925665138629097,0.11419908895049978,0.13979372325599135,0.02383305865842199,0.01360992992351495,-0.018599674768858123,-0.014196054645415481,-0.007016921176325438,0.3614683826226545,0.14603499314119678,0.3360560083913421,0.2711005366801761,-0.7081688104351331,0.6067478419620145,1.3246998285052372,0.6601175525526348,0.5415248511248907,0.522360957028579,0.5959335519247231,1.5396258430405112,1.0585383401107997,-0.251605521717037,-0.1588362978135848,2.5805063633945067,-0.2138298156941937,0.06326295278191135,0.49454743676122187,1.9783329791777955
156,156,0.04313828847878917,0.049519268912886084,0.03208455856500843,0.08641077652890528,0.11175963979715475,0.13485948422682745,0.01743607839768269,0.006245028523825791,-0.03231417517519673,-0.02314093923770849,-0.01902026139500273,0.3605410874816139,0.06857860962596973,0.256886380368,0.1768866027753293,-0.7119989814767761,0.5419472858986443,1.2745975779057042,0.5088521516017483,0.44519776957798823,0.3862269136970564,0.4802009970498571,1.4817364986253925,1.058872691129571,-0.17268377156497916,-0.1508982025952712,2.5720079530719944,-0.2954372199466091,0.06406182492321143,0.5570109585520187,1.986024275279828
157,157,0.039966260381135134,0.04624495865281012,0.03467535607172949,0.08543061087379239,0.10226952601012516,0.1273882689072296,0.01950918646715725,0.004719034207319339,-0.029807223488016555,-0.023975146855078212,-0.015870267412280287,0.3604864795854892,0.025900476400712597,0.21326425680848693,0.14297613150382305,-0.8055755412771773,0.5408062792439609,1.1945220045367106,0.34931621623369863,0.40666693695922734,0.4316049281408973,0.518778515341479,1.3949024820027136,1.0587855744879457,-0.21786803214476394,-0.18124555289794828,2.531072177026588,-0.2958498335816912,0.05825852799320013,0.619474480342815,1.95389623416059
158,158,0.028705560634463296,0.034621157229540435,0.032063042946174694,0.0933944568215846,0.07389767172665593,0.1179910509861614,0.013019336719697676,-0.00285847556819189,-0.026562933069312795,-0.016700928462493256,-0.013174441916898538,0.35623887328174014,-0.03706011637062435,0.12555471440782331,0.1350025545855602,-1.022107121855682,0.6017505148023261,1.1231399099070785,0.34931621623369863,0.2737355644245023,0.3862269136970564,0.38375720132080215,1.2791237931724757,1.1414674462142627,-0.1327513672134297,-0.13339249893236757,2.526468899844943,-0.29662383702697953,0.05809523872910274,0.49454743676122187,1.952941552685519
159,159,0.02854695922958059,0.034457441716536634,0.02919864817998359,0.08961859140018383,0.07424363915316552,0.11542319660834684,0.011824585893927776,-0.0008851753181377085,-0.02125409420234301,-0.016696876725549745,-0.008220771205370066,0.3563643059100585,-0.11543212337787638,0.04544921037293465,0.09704952161633718,-0.9316487600059514,0.6286715909924709,0.9843235570458981,0.34931621623369863,0.2718090227935642,0.34084889925321565,0.3644684421749912,1.250179120964916,1.058553513393504,-0.20437639409133912,-0.16599541024285397,2.480760621535736,-0.29670102564380296,-0.040124434418077906,0.49454743676122187,1.8189261119323108
160,160,0.029022763444228696,0.03494858825554802,0.02919864817998359,0.09322738313037218,0.0646979685531198,0.11292671950213282,0.01589648217121096,0.003266670497158192,-0.022175767616747485,-0.0094343633508016,-0.009220550222295145,0.3534147325099752,-0.11047027293308433,0.05052081113963491,0.09704952161633718,-0.9771964500164243,0.634347700337651,0.957198684963774,0.34931621623369863,0.2775886476863784,0.34084889925321565,0.4223347196124242,1.221234448757357,1.0582966501519613,-0.18822500884650237,-0.16486650666694452,2.492458168419104,-0.29926246129439504,-0.1211928367318866,0.49454743676122187,1.8182915651604743
161,161,0.04218668004949295,0.048536975834863286,0.036822738310627,0.0989078886315946,0.06712984177741715,0.12517101408356376,0.01899486859790338,0.0065469140098415425,-0.023016333770684367,-0.009428060648889472,-0.003854125968396156,0.3542616447650745,-0.0436332380331695,0.14984966861137924,0.15418686595588665,-0.9657690199995598,0.6845263731199668,1.0573333875764812,0.49094600912088543,0.43749160305423623,0.47698294258473806,0.4802009970498571,1.3659578097951546,0.9762881384697907,-0.1487991296088771,-0.11355462612132239,2.386588767281228,-0.21513625253154517,-0.11547184954540689,0.49454743676122187,1.76381443156875
162,162,0.04202807864461025,0.048373260321859485,0.03209914120011578,0.0927261620567349,0.07764018067619764,0.1299973953678487,0.014405005906156539,0.0011958096936964826,-0.021639968138507014,-0.018194668815667957,-0.0023985703865085444,0.3565795371974328,-0.022999440543879375,0.17093986154060284,0.24189552569174194,-0.9544921079801489,0.6564746448384753,1.1519369679504896,0.49094600912088543,0.42593235326860807,0.3862269136970564,0.3644684421749912,1.4238471542102735,0.9790201214163681,-0.1716357402671605,-0.03386062256672151,2.5353555981510496,-0.2129797193435561,-0.11543782923954962,0.49454743676122187,1.7619988618486615
163,163,0.052812974176633984,0.05950591520611777,0.03500775415361641,0.09940910970523185,0.09419358564532455,0.14006478929150268,0.01806251120072016,0.007461774293681961,-0.021639968138507014,-0.009508645194765982,-0.00031664630300922737,0.3580123123507403,0.09979258932640143,0.29644790733194987,0.281051965125644,-0.7669736515578861,0.7167172973728975,1.2666274579794867,0.5544521198489908,0.5569371841723952,0.4316049281408973,0.4223347196124242,1.5396258430405112,1.0616259131958103,-0.12369617320960485,-0.08417446187503465,2.522910390441657,-0.2142315545988564,-0.017600050213904553,0.5570109585520187,1.7710515845399755
164,164,0.05328877839128209,0.05999706174512916,0.03882791121581837,0.1024609891313788,0.09246122320309404,0.13529997823571457,0.022729411005764255,0.014834038754005649,-0.02458932306460134,-0.0007253798872197215,-0.0023035208410248646,0.3494893481529645,0.14235627272834905,0.3399530495720734,0.3444926477866523,-0.714785737496309,0.6478710112906718,1.2026143794374606,0.5544521198489908,0.5627168090652093,0.47698294258473806,0.49948975619566804,1.4817364986253925,0.978391854153632,-0.20740766031834773,-0.1617440391427822,2.3742984809266243,-0.3041175368667227,-0.11542840047852566,0.4320839149704256,1.6489330577631487
165,165,0.05883982756217666,0.06572710470026209,0.04159063635557116,0.1031292838962285,0.10250690512028501,0.1302658999401086,0.027295929502032676,0.01905859479306754,-0.018248209973498544,-0.0003881853349207896,0.005389979430262175,0.3497776840628771,0.1615706991846259,0.35959247664300364,0.3374545359625075,-0.6088791981119821,0.6555373571902865,1.1453202639137656,0.5430373151506367,0.6205130579933508,0.522360957028579,0.5766447927789121,1.4238471542102735,0.9783373361093931,-0.1641463882697195,-0.21654092487890797,2.3181976031686045,-0.2969923640655602,-0.21229324739475652,0.4320839149704256,1.5718246295813612
166,166,0.04900654045944914,0.05475816532900761,0.032643394112590145,0.1019040768273374,0.10583778859157081,0.12783246043585467,0.019243103209622164,0.007520678778758205,-0.02001782292915514,-0.0003769305100777003,0.0041038052609202545,0.3448387096627989,0.04923418469465714,0.24477120998960733,0.21395728357721389,-0.5585088602356447,0.6172019887565976,1.104257585444194,0.624847192279749,0.4914347687205017,0.3862269136970564,0.44162347875823516,1.3659578097951546,0.9777940898818999,-0.14403518147397962,-0.27271908330249484,2.4221947741462406,-0.2969997868929143,-0.21216079937942808,0.4320839149704256,1.5052099962260677
167,167,0.05313017698639939,0.059014768667106365,0.03521764871136519,0.09978781007198002,0.09954471686265177,0.1254247720956782,0.021280376860885457,0.00651285985440684,-0.017166779833930626,0.008517082273924552,0.009357918422082669,0.34434663652149794,0.10457185051595252,0.3013328801828808,0.2670456639646073,-0.6061175158014065,0.6377995664550211,1.0830962963357884,0.7087285333532237,0.5511575592795808,0.4316049281408973,0.4802009970498571,1.3370131375875947,0.8947517217159511,-0.16660077069479332,-0.3056552628970981,2.3714240298693614,-0.3888877576003371,-0.31015675187776326,0.4320839149704256,1.3858841022657027
